restaurant_id,name,city,cuisine,restaurant_type,average_cost,delivery_time,rating,votes,online_order,book_table,cost_category,primary_cuisine
R1453,Restaurant_453,Delhi,"Biryani, Mughlai, South Indian",Beverage Shop,1238,58,3.9,3859,No,No,Luxury,Biryani
R1454,Restaurant_454,Jaipur,"Japanese, Mexican, American",Beverage Shop,1794,57,2.7,1068,Yes,No,Luxury,Japanese
R1455,Restaurant_455,Chandigarh,"Thai, North Indian, Mughlai",Cafe,1677,51,2.3,3548,Yes,No,Luxury,Thai
R1456,Restaurant_456,Mumbai,"North Indian, Biryani, South Indian",Fine Dining,858,80,4.4,2332,Yes,No,Premium,North Indian
R1457,Restaurant_457,Bengaluru,"South Indian, North Indian, Mughlai",Cafe,1191,31,2.3,196,Yes,No,Luxury,South Indian
R1458,Restaurant_458,Mumbai,"American, Mughlai",Beverage Shop,1568,54,2.8,958,No,No,Luxury,American
R1459,Restaurant_459,Bengaluru,Japanese,Bakery,544,52,4.6,2300,Yes,Yes,Premium,Japanese
R1460,Restaurant_460,Hyderabad,"South Indian, Japanese",Casual Dining,1449,75,3.0,4369,Yes,Yes,Luxury,South Indian
R1461,Restaurant_461,Delhi,"Thai, Biryani",Casual Dining,1969,23,4.9,4627,No,No,Luxury,Thai
R1462,Restaurant_462,Chandigarh,"Seafood, Thai, Biryani",Cafe,807,89,4.9,4888,No,Yes,Premium,Seafood
R1463,Restaurant_463,Jaipur,"Mexican, American, South Indian",Beverage Shop,701,75,2.8,4640,Yes,No,Premium,Mexican
R1464,Restaurant_464,Chandigarh,"Japanese, American, Seafood",Quick Bites,1746,30,2.1,219,No,Yes,Luxury,Japanese
R1465,Restaurant_465,Chandigarh,"Continental, Thai",Cafe,1482,16,4.1,2103,Yes,Yes,Luxury,Continental
R1466,Restaurant_466,Chandigarh,Mughlai,Beverage Shop,244,86,3.4,3548,Yes,No,Moderate,Mughlai
R1467,Restaurant_467,Mumbai,"Biryani, North Indian",Fine Dining,374,57,2.3,1573,No,No,Moderate,Biryani
R1468,Restaurant_468,Bengaluru,"Thai, Mexican, Japanese",Casual Dining,608,56,4.1,35,Yes,No,Premium,Thai
R1469,Restaurant_469,Ahmedabad,"American, Mexican",Casual Dining,1302,71,2.1,184,Yes,No,Luxury,American
R1470,Restaurant_470,Hyderabad,"North Indian, Thai",Casual Dining,852,81,4.6,1344,Yes,No,Premium,North Indian
R1471,Restaurant_471,Kolkata,Thai,Quick Bites,1961,44,2.4,331,No,Yes,Luxury,Thai
R1472,Restaurant_472,Chandigarh,Japanese,Beverage Shop,1954,27,2.4,4160,Yes,Yes,Luxury,Japanese
R1473,Restaurant_473,Chennai,"American, Seafood, Thai",Beverage Shop,576,33,2.5,4057,Yes,No,Premium,American
R1474,Restaurant_474,Mumbai,"Thai, Continental, Chinese",Beverage Shop,1966,21,4.9,3237,Yes,No,Luxury,Thai
R1475,Restaurant_475,Jaipur,"South Indian, North Indian",Beverage Shop,1537,23,4.1,1882,Yes,No,Luxury,South Indian
R1476,Restaurant_476,Kolkata,North Indian,Quick Bites,1276,68,4.4,2077,Yes,No,Luxury,North Indian
R1477,Restaurant_477,Ahmedabad,"North Indian, Biryani, Continental",Bakery,1227,75,3.2,342,No,Yes,Luxury,North Indian
R1478,Restaurant_478,Chennai,"Seafood, North Indian, Mughlai",Cafe,1198,16,3.0,3001,Yes,Yes,Luxury,Seafood
R1479,Restaurant_479,Ahmedabad,"South Indian, Seafood, Japanese",Cafe,1251,64,2.7,920,Yes,No,Luxury,South Indian
R1480,Restaurant_480,Kolkata,"Chinese, Japanese, Biryani",Beverage Shop,1834,89,3.4,4506,Yes,No,Luxury,Chinese
R1481,Restaurant_481,Chandigarh,"Mughlai, Chinese",Fine Dining,765,45,3.7,959,Yes,Yes,Premium,Mughlai
R1482,Restaurant_482,Chennai,"Biryani, Japanese",Casual Dining,667,47,3.9,2085,No,Yes,Premium,Biryani
R1483,Restaurant_483,Ahmedabad,Mexican,Quick Bites,1913,25,2.8,2524,Yes,Yes,Luxury,Mexican
R1484,Restaurant_484,Jaipur,"Biryani, Japanese",Fine Dining,1468,47,4.8,3341,Yes,No,Luxury,Biryani
R1485,Restaurant_485,Bengaluru,"Continental, North Indian",Fine Dining,630,21,2.5,3039,Yes,No,Premium,Continental
R1486,Restaurant_486,Delhi,"American, Japanese, North Indian",Beverage Shop,258,45,4.9,110,Yes,No,Moderate,American
R1487,Restaurant_487,Bengaluru,"North Indian, Mughlai, American",Quick Bites,1661,62,2.0,4656,Yes,No,Luxury,North Indian
R1488,Restaurant_488,Kolkata,"American, Thai, Japanese",Cafe,1549,61,3.4,2410,No,No,Luxury,American
R1489,Restaurant_489,Mumbai,"North Indian, South Indian",Casual Dining,780,67,3.0,3381,Yes,No,Premium,North Indian
R1490,Restaurant_490,Delhi,South Indian,Cafe,122,33,3.3,2353,No,Yes,Budget,South Indian
R1491,Restaurant_491,Hyderabad,"Japanese, Continental, Italian",Fine Dining,1170,20,3.7,362,Yes,Yes,Luxury,Japanese
R1492,Restaurant_492,Jaipur,North Indian,Casual Dining,624,63,3.3,2965,Yes,Yes,Premium,North Indian
R1493,Restaurant_493,Hyderabad,"Italian, Thai, Continental",Bakery,828,87,3.2,1028,Yes,No,Premium,Italian
R1494,Restaurant_494,Chennai,Italian,Fine Dining,1957,64,4.2,1189,No,No,Luxury,Italian
R1495,Restaurant_495,Delhi,Italian,Cafe,1829,26,4.1,3546,Yes,No,Luxury,Italian
R1496,Restaurant_496,Hyderabad,Japanese,Cafe,243,37,4.5,3660,Yes,No,Moderate,Japanese
R1497,Restaurant_497,Hyderabad,"Mughlai, Biryani",Beverage Shop,1708,68,2.7,2512,Yes,Yes,Luxury,Mughlai
R1498,Restaurant_498,Ahmedabad,"Chinese, Italian, American",Cafe,767,83,3.8,3829,No,No,Premium,Chinese
R1499,Restaurant_499,Bengaluru,"Japanese, Chinese",Quick Bites,1712,73,3.8,989,Yes,No,Luxury,Japanese
R1500,Restaurant_500,Ahmedabad,"Biryani, Mughlai, Mexican",Fine Dining,1542,50,3.1,4844,Yes,No,Luxury,Biryani
R1501,Restaurant_501,Delhi,American,Casual Dining,780,17,3.5,986,No,Yes,Premium,American
R1502,Restaurant_502,Delhi,"Japanese, Mexican, North Indian",Cafe,1072,72,2.9,1381,No,No,Luxury,Japanese
R1503,Restaurant_503,Kolkata,North Indian,Beverage Shop,898,69,2.4,2290,Yes,No,Premium,North Indian
R1504,Restaurant_504,Ahmedabad,"Thai, Continental, American",Beverage Shop,184,71,2.6,4586,Yes,No,Budget,Thai
R1505,Restaurant_505,Pune,North Indian,Cafe,515,31,2.3,117,Yes,No,Premium,North Indian
R1506,Restaurant_506,Bengaluru,"North Indian, Thai, Japanese",Quick Bites,793,53,4.0,982,Yes,No,Premium,North Indian
R1507,Restaurant_507,Delhi,Thai,Beverage Shop,581,82,4.0,1636,No,Yes,Premium,Thai
R1508,Restaurant_508,Kolkata,"Mughlai, Seafood, Mexican",Casual Dining,555,69,4.9,713,Yes,Yes,Premium,Mughlai
R1509,Restaurant_509,Ahmedabad,"Thai, Seafood, Mughlai",Fine Dining,926,59,4.2,884,No,Yes,Premium,Thai
R1510,Restaurant_510,Bengaluru,"Mughlai, Japanese",Bakery,396,15,2.2,3819,Yes,Yes,Moderate,Mughlai
R1511,Restaurant_511,Ahmedabad,"North Indian, South Indian",Quick Bites,1235,35,4.7,2421,Yes,No,Luxury,North Indian
R1512,Restaurant_512,Hyderabad,"South Indian, Japanese",Beverage Shop,1353,35,4.6,2117,Yes,No,Luxury,South Indian
R1513,Restaurant_513,Kolkata,"Seafood, American",Fine Dining,1219,66,3.3,3563,No,No,Luxury,Seafood
R1514,Restaurant_514,Bengaluru,Japanese,Bakery,1049,57,3.8,1283,Yes,Yes,Luxury,Japanese
R1515,Restaurant_515,Chandigarh,"American, Biryani, Mexican",Cafe,779,66,4.9,569,Yes,No,Premium,American
R1516,Restaurant_516,Chennai,"American, Seafood, Japanese",Cafe,477,81,3.6,126,Yes,Yes,Moderate,American
R1517,Restaurant_517,Chennai,Thai,Casual Dining,1279,58,4.7,4979,No,Yes,Luxury,Thai
R1518,Restaurant_518,Bengaluru,"Biryani, Mughlai",Bakery,520,46,2.2,3056,No,No,Premium,Biryani
R1519,Restaurant_519,Ahmedabad,Biryani,Cafe,204,24,2.6,53,Yes,No,Moderate,Biryani
R1520,Restaurant_520,Kolkata,Continental,Cafe,1828,78,3.3,518,Yes,No,Luxury,Continental
R1521,Restaurant_521,Chennai,Biryani,Beverage Shop,429,83,3.8,3449,No,Yes,Moderate,Biryani
R1522,Restaurant_522,Kolkata,"American, Seafood, North Indian",Casual Dining,538,82,4.4,3938,No,No,Premium,American
R1523,Restaurant_523,Chennai,"Continental, Japanese, Mexican",Fine Dining,1255,42,5.0,4954,Yes,Yes,Luxury,Continental
R1524,Restaurant_524,Hyderabad,North Indian,Cafe,1990,67,3.2,926,Yes,Yes,Luxury,North Indian
R1525,Restaurant_525,Ahmedabad,Italian,Quick Bites,481,65,2.1,2955,Yes,No,Moderate,Italian
R1526,Restaurant_526,Hyderabad,"North Indian, Mexican, Seafood",Quick Bites,237,67,4.4,808,Yes,Yes,Moderate,North Indian
R1527,Restaurant_527,Chennai,"Mughlai, Thai",Fine Dining,1042,18,3.8,4981,No,Yes,Luxury,Mughlai
R1528,Restaurant_528,Chandigarh,"North Indian, South Indian",Bakery,942,31,2.6,1770,Yes,No,Premium,North Indian
R1529,Restaurant_529,Chandigarh,Mughlai,Casual Dining,369,81,3.5,2343,Yes,No,Moderate,Mughlai
R1530,Restaurant_530,Hyderabad,"Mughlai, Japanese",Beverage Shop,1673,88,4.2,3285,Yes,No,Luxury,Mughlai
R1531,Restaurant_531,Chandigarh,"South Indian, Thai",Quick Bites,495,61,4.3,828,No,No,Moderate,South Indian
R1532,Restaurant_532,Chennai,Japanese,Quick Bites,1680,70,3.5,2178,Yes,Yes,Luxury,Japanese
R1533,Restaurant_533,Bengaluru,Biryani,Fine Dining,1012,37,2.9,3745,Yes,Yes,Luxury,Biryani
R1534,Restaurant_534,Hyderabad,Biryani,Bakery,563,32,4.9,3075,Yes,Yes,Premium,Biryani
R1535,Restaurant_535,Mumbai,"Seafood, Japanese",Bakery,1798,15,4.0,3269,Yes,No,Luxury,Seafood
R1536,Restaurant_536,Ahmedabad,Seafood,Fine Dining,549,49,3.2,916,Yes,No,Premium,Seafood
R1537,Restaurant_537,Chandigarh,"South Indian, Continental, Thai",Quick Bites,1454,78,2.8,4118,No,No,Luxury,South Indian
R1538,Restaurant_538,Chandigarh,"Italian, Biryani",Casual Dining,1376,72,4.2,612,Yes,No,Luxury,Italian
R1539,Restaurant_539,Delhi,"Thai, Mughlai, Continental",Quick Bites,1804,73,2.7,4305,Yes,Yes,Luxury,Thai
R1540,Restaurant_540,Pune,"Japanese, Chinese, Biryani",Bakery,1408,15,2.5,2643,Yes,No,Luxury,Japanese
R1541,Restaurant_541,Hyderabad,Mughlai,Beverage Shop,1397,17,3.6,1801,Yes,Yes,Luxury,Mughlai
R1542,Restaurant_542,Jaipur,"Continental, Thai, Seafood",Quick Bites,119,81,2.9,3537,Yes,No,Budget,Continental
R1543,Restaurant_543,Chandigarh,"Italian, Mexican",Casual Dining,338,51,3.9,4553,Yes,No,Moderate,Italian
R1544,Restaurant_544,Ahmedabad,Biryani,Cafe,1393,43,2.4,1821,Yes,No,Luxury,Biryani
R1545,Restaurant_545,Mumbai,Chinese,Quick Bites,517,47,4.0,3921,Yes,No,Premium,Chinese
R1546,Restaurant_546,Chandigarh,"Seafood, Mexican",Fine Dining,1433,75,2.8,850,No,No,Luxury,Seafood
R1547,Restaurant_547,Mumbai,"Continental, Thai, Japanese",Cafe,1154,18,2.0,3152,Yes,Yes,Luxury,Continental
R1548,Restaurant_548,Chennai,"Italian, American",Fine Dining,1949,28,2.4,4695,Yes,Yes,Luxury,Italian
R1549,Restaurant_549,Chennai,Mughlai,Fine Dining,1227,47,4.8,2100,Yes,No,Luxury,Mughlai
R1550,Restaurant_550,Pune,"Mughlai, Chinese, Mexican",Fine Dining,1805,36,4.6,4625,No,Yes,Luxury,Mughlai
R1551,Restaurant_551,Bengaluru,"Japanese, Continental",Quick Bites,285,62,2.7,1046,Yes,No,Moderate,Japanese
R1552,Restaurant_552,Jaipur,Continental,Bakery,1251,17,4.3,734,No,No,Luxury,Continental
R1553,Restaurant_553,Delhi,"Continental, Biryani",Cafe,1333,37,3.8,997,Yes,No,Luxury,Continental
R1554,Restaurant_554,Pune,"Seafood, Mexican, Biryani",Casual Dining,1537,82,4.9,812,No,No,Luxury,Seafood
R1555,Restaurant_555,Kolkata,"North Indian, Mughlai",Bakery,1404,35,3.1,2592,Yes,Yes,Luxury,North Indian
R1556,Restaurant_556,Delhi,Japanese,Quick Bites,352,57,4.0,3847,Yes,No,Moderate,Japanese
R1557,Restaurant_557,Hyderabad,"South Indian, Continental, Italian",Fine Dining,118,40,2.2,536,Yes,No,Budget,South Indian
R1558,Restaurant_558,Ahmedabad,"American, Continental",Casual Dining,811,55,3.2,1675,Yes,No,Premium,American
R1559,Restaurant_559,Kolkata,"Italian, Chinese, Thai",Cafe,1855,52,4.9,1148,No,Yes,Luxury,Italian
R1560,Restaurant_560,Kolkata,"Seafood, American, Japanese",Bakery,1259,25,3.6,469,Yes,No,Luxury,Seafood
R1561,Restaurant_561,Pune,"Mexican, American",Beverage Shop,322,43,2.9,2562,No,Yes,Moderate,Mexican
R1562,Restaurant_562,Bengaluru,Mexican,Bakery,102,74,2.4,4430,Yes,No,Budget,Mexican
R1563,Restaurant_563,Pune,North Indian,Casual Dining,1359,81,4.1,4684,Yes,Yes,Luxury,North Indian
R1564,Restaurant_564,Hyderabad,"Chinese, Japanese, Seafood",Quick Bites,953,79,3.9,2818,Yes,No,Premium,Chinese
R1565,Restaurant_565,Chandigarh,"Mexican, Mughlai",Cafe,1588,75,3.1,2908,Yes,No,Luxury,Mexican
R1566,Restaurant_566,Chandigarh,"Japanese, Seafood",Casual Dining,327,33,4.9,3253,No,Yes,Moderate,Japanese
R1567,Restaurant_567,Bengaluru,"Thai, Mughlai",Fine Dining,1012,60,2.1,4078,Yes,Yes,Luxury,Thai
R1568,Restaurant_568,Hyderabad,Italian,Cafe,1777,63,2.9,2341,Yes,No,Luxury,Italian
R1569,Restaurant_569,Bengaluru,"North Indian, Mexican",Bakery,598,36,4.8,4580,No,Yes,Premium,North Indian
R1570,Restaurant_570,Mumbai,Chinese,Casual Dining,620,71,3.0,3695,Yes,No,Premium,Chinese
R1571,Restaurant_571,Chandigarh,"Thai, American",Bakery,801,28,2.8,641,Yes,No,Premium,Thai
R1572,Restaurant_572,Kolkata,Seafood,Bakery,1985,58,3.6,4808,Yes,No,Luxury,Seafood
R1573,Restaurant_573,Jaipur,"Seafood, Mughlai",Bakery,1016,30,4.5,2466,Yes,No,Luxury,Seafood
R1574,Restaurant_574,Ahmedabad,"South Indian, Seafood",Quick Bites,1800,26,2.3,991,Yes,Yes,Luxury,South Indian
R1575,Restaurant_575,Hyderabad,Mexican,Bakery,1262,69,4.8,4664,Yes,Yes,Luxury,Mexican
R1576,Restaurant_576,Delhi,"Biryani, Seafood, South Indian",Fine Dining,1399,65,4.4,4327,Yes,Yes,Luxury,Biryani
R1577,Restaurant_577,Bengaluru,South Indian,Fine Dining,390,53,2.5,1566,No,No,Moderate,South Indian
R1578,Restaurant_578,Ahmedabad,"Mexican, Chinese",Cafe,1176,47,4.1,2215,Yes,No,Luxury,Mexican
R1579,Restaurant_579,Delhi,"North Indian, American, Italian",Beverage Shop,1810,47,3.2,4453,No,Yes,Luxury,North Indian
R1580,Restaurant_580,Ahmedabad,Biryani,Bakery,1233,43,3.2,4994,Yes,Yes,Luxury,Biryani
R1581,Restaurant_581,Jaipur,"North Indian, Seafood",Bakery,814,83,4.3,3965,Yes,No,Premium,North Indian
R1582,Restaurant_582,Delhi,Japanese,Casual Dining,1047,84,4.9,931,Yes,No,Luxury,Japanese
R1583,Restaurant_583,Pune,"Biryani, Japanese",Quick Bites,747,45,2.4,414,Yes,No,Premium,Biryani
R1584,Restaurant_584,Chennai,"American, Biryani, Chinese",Beverage Shop,1127,45,3.3,4782,Yes,No,Luxury,American
R1585,Restaurant_585,Pune,"South Indian, Mughlai, Chinese",Cafe,1790,60,3.4,4694,No,No,Luxury,South Indian
R1586,Restaurant_586,Chandigarh,"Italian, Japanese, Biryani",Beverage Shop,783,66,3.1,1630,No,Yes,Premium,Italian
R1587,Restaurant_587,Chennai,Mughlai,Bakery,969,24,3.1,2962,Yes,No,Premium,Mughlai
R1588,Restaurant_588,Pune,"Biryani, Japanese",Casual Dining,1170,88,2.2,3128,Yes,No,Luxury,Biryani
R1589,Restaurant_589,Chennai,"South Indian, Seafood, Chinese",Quick Bites,193,55,4.1,1604,Yes,No,Budget,South Indian
R1590,Restaurant_590,Chennai,"Japanese, Continental",Cafe,1039,17,3.3,575,Yes,No,Luxury,Japanese
R1591,Restaurant_591,Kolkata,Thai,Beverage Shop,659,73,2.6,4809,Yes,Yes,Premium,Thai
R1592,Restaurant_592,Bengaluru,American,Cafe,1875,66,4.4,2878,No,Yes,Luxury,American
R1593,Restaurant_593,Bengaluru,Chinese,Bakery,1982,48,4.4,867,Yes,No,Luxury,Chinese
R1594,Restaurant_594,Kolkata,American,Cafe,312,63,3.5,1294,No,Yes,Moderate,American
R1595,Restaurant_595,Ahmedabad,Seafood,Casual Dining,535,42,2.9,594,Yes,No,Premium,Seafood
R1596,Restaurant_596,Mumbai,"Chinese, South Indian",Cafe,951,27,3.9,4337,Yes,No,Premium,Chinese
R1597,Restaurant_597,Ahmedabad,"Mexican, Italian, Seafood",Fine Dining,607,83,2.9,1255,Yes,No,Premium,Mexican
R1598,Restaurant_598,Delhi,"Japanese, Biryani, Chinese",Casual Dining,935,81,2.7,61,Yes,No,Premium,Japanese
R1599,Restaurant_599,Delhi,"Italian, Seafood, Biryani",Beverage Shop,750,75,4.2,2173,Yes,No,Premium,Italian
R1600,Restaurant_600,Chennai,"Mexican, American, Mughlai",Quick Bites,304,74,2.1,547,Yes,Yes,Moderate,Mexican
R1601,Restaurant_601,Pune,"Italian, American, Thai",Quick Bites,480,85,2.3,550,No,No,Moderate,Italian
R1602,Restaurant_602,Pune,"Seafood, Mexican",Bakery,1196,38,2.0,824,No,No,Luxury,Seafood
R1603,Restaurant_603,Bengaluru,"Biryani, Italian",Bakery,1639,77,2.5,1425,Yes,No,Luxury,Biryani
R1604,Restaurant_604,Hyderabad,"South Indian, Japanese, North Indian",Fine Dining,1199,75,2.2,2848,No,No,Luxury,South Indian
R1605,Restaurant_605,Ahmedabad,Mughlai,Beverage Shop,1964,37,5.0,1662,Yes,No,Luxury,Mughlai
R1606,Restaurant_606,Chandigarh,Mughlai,Quick Bites,176,44,2.9,2675,No,Yes,Budget,Mughlai
R1607,Restaurant_607,Jaipur,North Indian,Quick Bites,915,74,2.4,4524,Yes,Yes,Premium,North Indian
R1608,Restaurant_608,Pune,Biryani,Quick Bites,867,32,2.7,4072,Yes,No,Premium,Biryani
R1609,Restaurant_609,Jaipur,"North Indian, Biryani, Thai",Quick Bites,509,70,4.8,2366,Yes,No,Premium,North Indian
R1610,Restaurant_610,Chennai,"South Indian, Thai",Cafe,1737,67,3.6,3820,Yes,No,Luxury,South Indian
R1611,Restaurant_611,Jaipur,"North Indian, Seafood, Italian",Beverage Shop,205,21,3.1,873,Yes,No,Moderate,North Indian
R1612,Restaurant_612,Chandigarh,"Japanese, North Indian, Italian",Casual Dining,1968,83,4.6,195,Yes,No,Luxury,Japanese
R1613,Restaurant_613,Kolkata,Mughlai,Casual Dining,650,86,3.2,4366,Yes,No,Premium,Mughlai
R1614,Restaurant_614,Chandigarh,"North Indian, South Indian",Fine Dining,1599,66,3.0,1561,Yes,No,Luxury,North Indian
R1615,Restaurant_615,Jaipur,Japanese,Cafe,925,18,2.6,2217,Yes,No,Premium,Japanese
R1616,Restaurant_616,Chandigarh,Seafood,Quick Bites,1398,48,3.1,771,Yes,No,Luxury,Seafood
R1617,Restaurant_617,Mumbai,North Indian,Quick Bites,187,83,3.0,4329,Yes,No,Budget,North Indian
R1618,Restaurant_618,Chennai,Chinese,Bakery,1846,47,4.0,1289,Yes,Yes,Luxury,Chinese
R1619,Restaurant_619,Ahmedabad,Italian,Bakery,980,83,2.9,4285,No,No,Premium,Italian
R1620,Restaurant_620,Kolkata,"Biryani, Seafood",Fine Dining,1200,52,3.7,4737,Yes,Yes,Luxury,Biryani
R1621,Restaurant_621,Pune,"Continental, Thai",Quick Bites,1200,40,2.2,3704,Yes,Yes,Luxury,Continental
R1622,Restaurant_622,Delhi,Thai,Fine Dining,1565,15,2.6,3291,Yes,Yes,Luxury,Thai
R1623,Restaurant_623,Ahmedabad,Chinese,Cafe,639,18,3.2,1546,Yes,Yes,Premium,Chinese
R1624,Restaurant_624,Delhi,Thai,Casual Dining,344,53,4.8,3174,Yes,No,Moderate,Thai
R1625,Restaurant_625,Chennai,South Indian,Quick Bites,677,68,3.1,2780,Yes,Yes,Premium,South Indian
R1626,Restaurant_626,Kolkata,"Italian, Continental",Beverage Shop,1901,47,4.0,1973,Yes,Yes,Luxury,Italian
R1627,Restaurant_627,Bengaluru,"Italian, North Indian",Cafe,1505,47,2.8,3855,No,No,Luxury,Italian
R1628,Restaurant_628,Pune,"Mexican, Mughlai",Quick Bites,1081,86,2.4,3445,Yes,No,Luxury,Mexican
R1629,Restaurant_629,Mumbai,"American, Mexican, Japanese",Beverage Shop,816,34,2.2,4720,No,Yes,Premium,American
R1630,Restaurant_630,Bengaluru,Thai,Bakery,1693,30,2.9,571,Yes,No,Luxury,Thai
R1631,Restaurant_631,Chennai,"Chinese, North Indian",Fine Dining,1836,35,2.5,2431,Yes,No,Luxury,Chinese
R1632,Restaurant_632,Ahmedabad,Italian,Bakery,1860,59,2.5,4727,Yes,No,Luxury,Italian
R1633,Restaurant_633,Mumbai,"South Indian, Biryani, American",Casual Dining,241,76,4.3,2145,Yes,No,Moderate,South Indian
R1634,Restaurant_634,Chandigarh,"Biryani, North Indian, Italian",Bakery,992,45,2.0,2071,Yes,Yes,Premium,Biryani
R1635,Restaurant_635,Jaipur,"Seafood, South Indian",Quick Bites,1491,56,3.7,2190,Yes,No,Luxury,Seafood
R1636,Restaurant_636,Mumbai,"Mexican, Chinese, Japanese",Beverage Shop,1207,26,3.1,1970,Yes,No,Luxury,Mexican
R1637,Restaurant_637,Chennai,"Thai, North Indian",Bakery,1266,79,3.5,3889,No,Yes,Luxury,Thai
R1638,Restaurant_638,Hyderabad,American,Quick Bites,451,87,3.7,3289,No,No,Moderate,American
R1639,Restaurant_639,Jaipur,Seafood,Casual Dining,644,17,2.9,3894,Yes,No,Premium,Seafood
R1640,Restaurant_640,Delhi,Mexican,Beverage Shop,1012,23,2.9,3280,No,No,Luxury,Mexican
R1641,Restaurant_641,Pune,North Indian,Bakery,251,65,4.2,4697,Yes,No,Moderate,North Indian
R1642,Restaurant_642,Delhi,"South Indian, Japanese",Fine Dining,1281,30,4.6,592,Yes,No,Luxury,South Indian
R1643,Restaurant_643,Mumbai,Biryani,Fine Dining,1569,17,2.6,1623,Yes,No,Luxury,Biryani
R1644,Restaurant_644,Delhi,"Continental, American, Mughlai",Beverage Shop,752,38,2.3,1111,Yes,No,Premium,Continental
R1645,Restaurant_645,Chennai,"Continental, Thai, Biryani",Fine Dining,1057,87,4.7,298,Yes,No,Luxury,Continental
R1646,Restaurant_646,Chandigarh,"Japanese, North Indian",Bakery,862,27,3.0,3869,No,No,Premium,Japanese
R1647,Restaurant_647,Ahmedabad,"Chinese, Biryani",Bakery,1426,16,3.7,3070,Yes,No,Luxury,Chinese
R1648,Restaurant_648,Pune,Mughlai,Beverage Shop,723,85,3.1,2936,Yes,No,Premium,Mughlai
R1649,Restaurant_649,Delhi,"Chinese, South Indian, North Indian",Bakery,755,35,2.4,4112,No,No,Premium,Chinese
R1650,Restaurant_650,Delhi,"Chinese, North Indian",Quick Bites,549,33,3.8,1193,Yes,No,Premium,Chinese
R1651,Restaurant_651,Mumbai,Continental,Casual Dining,820,61,3.6,4345,Yes,No,Premium,Continental
R1652,Restaurant_652,Ahmedabad,"Seafood, Mughlai, American",Fine Dining,1347,36,2.6,1456,Yes,No,Luxury,Seafood
R1653,Restaurant_653,Bengaluru,American,Quick Bites,142,89,3.4,1759,Yes,Yes,Budget,American
R1654,Restaurant_654,Delhi,Mexican,Beverage Shop,363,47,4.4,1913,Yes,No,Moderate,Mexican
R1655,Restaurant_655,Chennai,Chinese,Fine Dining,1879,46,3.8,3185,Yes,Yes,Luxury,Chinese
R1656,Restaurant_656,Hyderabad,North Indian,Quick Bites,1126,78,2.3,1087,Yes,Yes,Luxury,North Indian
R1657,Restaurant_657,Pune,"Chinese, South Indian, Mexican",Bakery,1760,53,3.6,2387,No,Yes,Luxury,Chinese
R1658,Restaurant_658,Delhi,"Chinese, Thai",Beverage Shop,1391,86,4.1,857,No,No,Luxury,Chinese
R1659,Restaurant_659,Chennai,"Biryani, Mexican, Italian",Beverage Shop,695,56,4.4,2886,Yes,No,Premium,Biryani
R1660,Restaurant_660,Chennai,"Biryani, Thai",Fine Dining,1139,23,3.9,1249,Yes,No,Luxury,Biryani
R1661,Restaurant_661,Pune,"American, North Indian, Chinese",Bakery,1457,39,2.5,1342,Yes,No,Luxury,American
R1662,Restaurant_662,Bengaluru,Italian,Fine Dining,1587,16,4.1,3516,No,No,Luxury,Italian
R1663,Restaurant_663,Chennai,"Biryani, Japanese",Cafe,1182,33,4.0,2389,Yes,No,Luxury,Biryani
R1664,Restaurant_664,Hyderabad,"Seafood, Chinese",Quick Bites,1112,34,2.1,4801,Yes,No,Luxury,Seafood
R1665,Restaurant_665,Chennai,"American, Mughlai",Cafe,276,84,3.2,4132,No,Yes,Moderate,American
R1666,Restaurant_666,Chennai,North Indian,Quick Bites,162,31,3.0,3247,No,Yes,Budget,North Indian
R1667,Restaurant_667,Chennai,Seafood,Casual Dining,1057,82,4.0,2375,Yes,No,Luxury,Seafood
R1668,Restaurant_668,Chandigarh,South Indian,Beverage Shop,1102,17,2.6,2422,Yes,No,Luxury,South Indian
R1669,Restaurant_669,Chandigarh,Italian,Fine Dining,660,65,3.8,3184,Yes,No,Premium,Italian
R1670,Restaurant_670,Bengaluru,"Mughlai, Italian",Casual Dining,1430,40,4.7,382,Yes,No,Luxury,Mughlai
R1671,Restaurant_671,Delhi,"Mughlai, North Indian, Thai",Casual Dining,1369,70,4.4,1959,Yes,Yes,Luxury,Mughlai
R1672,Restaurant_672,Chennai,"Seafood, Italian, Chinese",Beverage Shop,1412,78,4.8,254,Yes,Yes,Luxury,Seafood
R1673,Restaurant_673,Ahmedabad,Seafood,Beverage Shop,1921,22,4.9,1850,Yes,No,Luxury,Seafood
R1674,Restaurant_674,Delhi,"Italian, American",Quick Bites,1054,51,2.0,3437,Yes,Yes,Luxury,Italian
R1675,Restaurant_675,Bengaluru,Thai,Cafe,1455,41,3.9,134,Yes,Yes,Luxury,Thai
R1676,Restaurant_676,Kolkata,North Indian,Bakery,1650,59,3.2,4642,Yes,Yes,Luxury,North Indian
R1677,Restaurant_677,Delhi,Biryani,Quick Bites,949,18,4.6,2763,Yes,No,Premium,Biryani
R1678,Restaurant_678,Delhi,"Italian, Biryani",Bakery,1378,51,2.8,1929,No,Yes,Luxury,Italian
R1679,Restaurant_679,Jaipur,"Italian, Japanese",Casual Dining,703,85,4.9,1645,Yes,No,Premium,Italian
R1680,Restaurant_680,Mumbai,"Japanese, Mughlai",Bakery,1633,47,3.8,1435,Yes,No,Luxury,Japanese
